amenities
"["Table corner guards", "Outlet covers", "Children’s books and toys", "Essentials", "Children’s dinnerware", "Hangers", "Changing table", "Smoke alarm", "Wifi", "Crib", "Long term stays allowed", "Dedicated workspace", "High chair", "TV", "Iron", "Refrigerator", "Oven", "Dishes and silverware", "Kitchen", "Hair dryer", "Coffee maker", "Microwave", "Cooking basics", "Baby bath", "Cable TV", "Paid parking off premises", "Bread maker", "Bed linens", "Carbon monoxide alarm"]"
"["TV", "Iron", "First aid kit", "Hangers", "Smoke alarm", "Kitchen", "Paid parking off premises", "Host greets you", "Fire extinguisher", "Private entrance", "Hot water", "Long term stays allowed", "Elevator", "Essentials", "Washer", "Dryer", "Wifi", "Luggage dropoff allowed"]"
"["Iron", "Heating", "Washer", "Hair dryer", "Smoke alarm", "Wifi", "Kitchen", "Essentials", "Hangers", "Long term stays allowed", "TV"]"
